created_at,field1,field2,latitude,longitude,elevation,status
2020-07-03 18:03:23 IST,28.31,62.06,,,,
2020-07-03 18:34:02 IST,28.15,61.49,,,,
2020-07-03 19:04:40 IST,27.91,61.88,,,,
2020-07-03 19:35:19 IST,27.68,63.28,,,,
2020-07-03 20:05:57 IST,27.59,64,,,,
2020-07-03 20:36:38 IST,27.39,64.7,,,,
2020-10-06 14:33:27 IST,33.8,33,,,,
2021-01-22 13:56:28 IST,30.38,34.11,,,,
2021-01-23 10:36:30 IST,24.9,43.46,,,,
2021-01-23 10:37:50 IST,25.04,44.87,,,,
2021-01-23 10:38:30 IST,25.06,42.95,,,,
2021-01-23 10:40:03 IST,25.15,42.61,,,,
2021-01-23 10:40:42 IST,25.14,43.29,,,,
2021-01-23 10:42:09 IST,25.2,42.66,,,,
2021-01-23 10:42:49 IST,25.27,42.93,,,,
2021-01-23 10:43:28 IST,25.25,42.64,,,,
2021-01-23 10:44:08 IST,25.3,42.66,,,,
2021-01-23 16:23:23 IST,30.01,52.5,,,,
2021-01-23 16:30:35 IST,29.57,60.03,,,,
2021-01-23 16:41:20 IST,30.14,60.19,,,,
2021-01-23 16:43:31 IST,30.36,43.92,,,,
2021-01-23 16:44:32 IST,30.12,44.65,,,,
2021-01-23 16:57:37 IST,29.98,60.5,,,,
2021-01-29 16:36:22 IST,28.24,27.19,,,,
2021-01-29 16:56:22 IST,27.47,29.02,,,,
2021-01-29 16:57:02 IST,27.95,28.76,,,,
2021-01-29 16:57:43 IST,28.04,28.86,,,,
2021-01-29 16:58:58 IST,29.59,60.5,,,,
2021-01-30 11:51:53 IST,30.01,37.96,,,,
2021-01-30 12:07:26 IST,30.05,50.44,,,,
2021-01-30 12:30:20 IST,35.15,44.12,,,,
2021-01-30 14:46:35 IST,27.38,36.46,,,,
2021-01-30 14:57:14 IST,26.82,34.14,,,,
2021-01-30 15:00:27 IST,26.83,33.83,,,,
2021-01-30 15:01:08 IST,26.84,32.09,,,,
2021-01-30 16:10:57 IST,30.05,53.98,,,,
2021-01-30 17:12:38 IST,29.04,60.24,,,,
2021-01-31 10:32:46 IST,29.33,61.08,,,,
2021-01-31 10:48:05 IST,26.27,100,,,,
2021-01-31 11:06:59 IST,30.01,44.47,,,,
2021-01-31 11:22:47 IST,30.03,40.94,,,,
2021-01-31 11:37:01 IST,30.02,40.04,,,,
2021-01-31 11:51:03 IST,30.02,41.99,,,,
2021-01-31 12:04:55 IST,30.01,43.76,,,,
2021-01-31 12:17:25 IST,30.04,39.93,,,,
2021-01-31 12:29:40 IST,30.04,39.29,,,,
2021-01-31 12:41:19 IST,30.01,39.37,,,,
2021-01-31 12:52:58 IST,30.01,38.81,,,,
2021-01-31 13:05:09 IST,30.03,38.77,,,,
2021-01-31 13:15:54 IST,30.01,37.58,,,,
2021-01-31 13:27:31 IST,30.02,38.24,,,,
2021-01-31 13:38:31 IST,30.04,36.63,,,,
2021-01-31 13:49:10 IST,30.16,36.04,,,,
2021-01-31 13:59:57 IST,30.02,32.51,,,,
2021-01-31 14:11:36 IST,30.02,31.81,,,,
2021-01-31 14:23:14 IST,30.03,32.66,,,,
2021-01-31 14:34:59 IST,30.02,35.39,,,,
2021-01-31 14:48:26 IST,30.02,36.95,,,,
2021-01-31 15:01:36 IST,30.02,35.36,,,,
2021-01-31 15:15:41 IST,30.02,35.96,,,,
2021-01-31 15:30:15 IST,30.03,34.11,,,,
2021-01-31 15:46:15 IST,30.01,38.24,,,,
2021-01-31 16:05:20 IST,30.01,31.55,,,,
2021-01-31 16:27:03 IST,30.01,33.42,,,,
2021-01-31 17:55:08 IST,23.76,60.05,,,,
2021-01-31 18:18:54 IST,22.04,62.46,,,,
2021-01-31 18:29:34 IST,21.43,61.89,,,,
2021-01-31 18:40:13 IST,20.87,61.63,,,,
2021-01-31 18:50:52 IST,20.44,60.58,,,,
2021-01-31 19:01:32 IST,20.01,61.82,,,,
2021-01-31 19:22:51 IST,19.53,63.21,,,,
2021-01-31 19:33:43 IST,19.51,62.53,,,,
2021-01-31 19:44:10 IST,19.49,62.38,,,,
2021-01-31 19:54:50 IST,19.61,61.7,,,,
2021-01-31 20:35:07 IST,19.62,60.1,,,,
2021-01-31 20:56:26 IST,18.33,67.65,,,,
2021-01-31 21:17:45 IST,18.12,67.02,,,,
2021-01-31 21:28:25 IST,17.93,70.03,,,,
2021-01-31 21:49:44 IST,17.57,72.77,,,,
2021-01-31 22:00:23 IST,17.62,72.83,,,,
2021-01-31 22:11:03 IST,17.58,72.48,,,,
2021-01-31 22:21:42 IST,17.44,73.12,,,,
2021-01-31 22:32:22 IST,17.24,73.16,,,,
2021-01-31 22:43:01 IST,17.15,73.53,,,,
2021-01-31 22:53:40 IST,17.14,73.27,,,,
2021-01-31 23:04:19 IST,17.2,71.32,,,,
2021-01-31 23:14:59 IST,17.1,72.2,,,,
2021-01-31 23:25:39 IST,16.95,73.3,,,,
2021-01-31 23:36:18 IST,16.89,73.55,,,,
2021-01-31 23:46:57 IST,16.7,74.89,,,,
2021-01-31 23:57:37 IST,16.65,74.14,,,,
2021-02-01 00:08:16 IST,16.55,75.22,,,,
2021-02-01 00:18:55 IST,16.44,72.98,,,,
2021-02-01 00:29:35 IST,16.28,74.6,,,,
2021-02-01 00:40:14 IST,16.08,76.49,,,,
2021-02-01 00:50:56 IST,16.17,75.63,,,,
2021-02-01 01:01:33 IST,16.16,75.12,,,,
2021-02-01 01:12:13 IST,16.08,74.45,,,,
2021-02-01 01:22:52 IST,15.97,74.04,,,,
2021-02-01 01:33:32 IST,15.96,74.45,,,,
2021-02-01 01:44:11 IST,15.88,74.6,,,,
2021-02-01 01:54:51 IST,15.75,74.69,,,,
2021-02-01 02:05:30 IST,15.6,76.03,,,,
2021-02-01 02:16:10 IST,15.42,77.18,,,,
2021-02-01 02:26:49 IST,15.3,77.78,,,,
2021-02-01 02:37:28 IST,15.31,77.15,,,,
2021-02-01 02:48:08 IST,15.23,77.75,,,,
2021-02-01 02:58:47 IST,15.19,77.63,,,,
2021-02-01 03:09:27 IST,15.06,77.79,,,,
2021-02-01 03:20:06 IST,15.02,77.39,,,,
2021-02-01 03:30:46 IST,14.93,78.48,,,,
2021-02-01 03:41:25 IST,14.74,79.64,,,,
2021-02-01 03:52:05 IST,14.6,80.05,,,,
2021-02-01 04:02:44 IST,14.38,81.03,,,,
2021-02-01 04:13:24 IST,14.39,80.59,,,,
2021-02-01 04:24:03 IST,14.36,80.76,,,,
2021-02-01 04:34:42 IST,14.37,79.68,,,,
2021-02-01 04:45:22 IST,14.34,80.03,,,,
2021-02-01 04:56:01 IST,14.24,80.56,,,,
2021-02-01 05:06:41 IST,14.09,81.01,,,,
2021-02-01 05:17:20 IST,14.09,80.55,,,,
2021-02-01 05:28:00 IST,14.34,79.44,,,,
2021-02-01 05:38:39 IST,14.8,76.27,,,,
2021-02-01 05:49:19 IST,15.05,74.62,,,,
2021-02-01 05:59:59 IST,15.01,75.05,,,,
2021-02-01 06:10:37 IST,15.02,75.23,,,,
2021-02-01 06:21:17 IST,14.99,74.42,,,,
2021-02-01 06:31:56 IST,15.06,73.87,,,,
2021-02-01 06:42:36 IST,15.13,73.65,,,,
2021-02-01 06:53:15 IST,15.12,73.65,,,,
2021-02-01 07:03:55 IST,15.09,73.84,,,,
2021-02-01 07:14:34 IST,15.15,73.52,,,,
2021-02-01 07:26:08 IST,14.79,74.42,,,,
2021-02-01 07:36:47 IST,15.65,72.04,,,,
2021-02-01 07:47:27 IST,16.02,71.05,,,,
2021-02-01 07:58:06 IST,16.55,68.95,,,,
2021-02-01 08:08:45 IST,17.12,67.11,,,,
2021-02-01 08:19:25 IST,17.75,64.61,,,,
2021-02-01 08:30:04 IST,17.58,62.55,,,,
2021-02-01 10:30:08 IST,30.01,41.37,,,,
2021-02-01 11:52:51 IST,35.1,32.32,,,,
2021-02-01 12:04:44 IST,30.02,37.73,,,,
2021-02-01 14:34:00 IST,35.34,28.2,,,,
2021-02-01 14:38:25 IST,31.07,33.79,,,,
2021-02-01 15:01:15 IST,30.03,37.06,,,,
2021-02-01 15:53:28 IST,31.64,36.61,,,,
2021-02-01 16:12:01 IST,30.98,36.93,,,,
2021-02-01 18:37:07 IST,21.65,60.52,,,,
2021-02-01 18:47:46 IST,21.86,60.21,,,,
2021-02-01 18:58:26 IST,21.52,62.27,,,,
2021-02-01 19:12:21 IST,21.35,63.54,,,,
2021-02-01 19:22:57 IST,21.2,64.01,,,,
2021-02-01 20:05:06 IST,19.96,68.5,,,,
2021-02-01 20:22:10 IST,18.95,71.35,,,,
2021-02-01 20:47:47 IST,19.72,64.78,,,,
2021-02-01 20:58:27 IST,20.35,62.05,,,,
2021-02-01 21:24:49 IST,19.34,62.9,,,,
2021-02-01 21:35:26 IST,19.62,63.28,,,,
2021-02-01 21:46:05 IST,19.12,65.86,,,,
2021-02-02 08:26:32 IST,15.24,74.13,,,,
2021-02-02 08:37:11 IST,16.18,69.63,,,,
2021-02-02 08:42:05 IST,15.99,66.98,,,,
2021-02-02 08:52:45 IST,17.8,62.92,,,,
2021-02-02 10:18:54 IST,30.01,37.7,,,,
2021-02-02 10:40:22 IST,30.02,34.75,,,,
2021-02-02 10:56:55 IST,30.01,34.7,,,,
2021-02-02 11:11:55 IST,30.01,33.65,,,,
2021-02-02 11:26:09 IST,30.01,32.82,,,,
2021-02-02 11:39:25 IST,30.03,34.59,,,,
2021-02-02 11:52:14 IST,30.02,35.03,,,,
2021-02-02 12:04:57 IST,30.03,35.01,,,,
2021-02-02 12:31:48 IST,37.46,27.25,,,,
2021-02-02 12:55:16 IST,30.04,35.36,,,,
2021-02-02 13:06:39 IST,30.01,31.32,,,,
2021-02-02 13:18:17 IST,30.02,29.58,,,,
2021-02-02 13:28:57 IST,30.3,31.36,,,,
2021-02-02 13:40:17 IST,30.03,30.22,,,,
2021-02-02 13:56:15 IST,30.47,31.11,,,,
2021-02-02 14:06:58 IST,30.01,31.09,,,,
2021-02-02 14:17:37 IST,30.19,29.13,,,,
2021-02-02 14:29:05 IST,30.01,28.5,,,,
2021-02-02 14:40:29 IST,30.01,28.53,,,,
2021-02-02 14:52:52 IST,30.02,30.81,,,,
2021-02-02 15:04:30 IST,30.02,28.59,,,,
2021-02-02 15:17:02 IST,30.02,32.38,,,,
2021-02-02 15:30:35 IST,30.02,33.73,,,,
2021-02-02 15:44:35 IST,30.02,32.77,,,,
2021-02-02 20:33:42 IST,17.54,62.26,,,,
2021-02-02 20:44:22 IST,17.46,62,,,,
2021-02-02 20:55:01 IST,16.94,68.06,,,,
2021-02-02 21:05:40 IST,16.61,69.86,,,,
2021-02-02 21:16:20 IST,16.68,67.7,,,,
2021-02-02 21:26:59 IST,16.48,68.48,,,,
2021-02-02 21:37:38 IST,16.3,68.59,,,,
2021-02-02 21:48:18 IST,16.33,66.14,,,,
2021-02-02 21:58:57 IST,16.26,65.07,,,,
2021-02-02 22:09:37 IST,15.9,67.28,,,,
2021-02-02 22:20:16 IST,15.64,68.23,,,,
2021-02-02 22:30:56 IST,15.73,65.36,,,,
2021-02-02 22:41:36 IST,15.82,62.63,,,,
2021-02-03 01:06:49 IST,14.83,60.06,,,,
2021-02-03 01:18:23 IST,14.5,60,,,,
2021-02-03 01:29:03 IST,13.97,65.78,,,,
2021-02-03 01:39:42 IST,13.55,69.71,,,,
2021-02-03 01:50:21 IST,13.27,71.08,,,,
2021-02-03 02:01:01 IST,13.02,72.85,,,,
2021-02-03 02:11:41 IST,13.01,69.68,,,,
2021-02-03 02:22:20 IST,13.04,70.08,,,,
2021-02-03 02:32:59 IST,12.93,70.15,,,,
2021-02-03 02:43:39 IST,13.02,68.24,,,,
2021-02-03 02:54:18 IST,13.01,69.25,,,,
2021-02-03 03:04:58 IST,12.61,72.61,,,,
2021-02-03 03:15:38 IST,12.2,74.96,,,,
2021-02-03 03:26:17 IST,12.24,71.57,,,,
2021-02-03 03:36:56 IST,12.35,70.64,,,,
2021-02-03 03:47:36 IST,12.24,72.19,,,,
2021-02-03 03:58:15 IST,12.11,70.33,,,,
2021-02-03 04:08:54 IST,12.09,70.4,,,,
2021-02-03 04:19:34 IST,12.15,70.79,,,,
2021-02-03 04:30:13 IST,12.08,70.61,,,,
2021-02-03 04:40:53 IST,11.73,73.15,,,,
2021-02-03 04:51:32 IST,11.81,70.65,,,,
2021-02-03 05:02:11 IST,11.94,70,,,,
2021-02-03 05:12:51 IST,11.86,70.76,,,,
2021-02-03 05:23:31 IST,11.83,70.96,,,,
2021-02-03 05:34:11 IST,11.69,73.34,,,,
2021-02-03 05:44:50 IST,11.76,72.13,,,,
2021-02-03 05:55:29 IST,11.85,71.51,,,,
2021-02-03 06:06:08 IST,11.98,69.85,,,,
2021-02-03 06:16:48 IST,12.01,70.34,,,,
2021-02-03 06:27:27 IST,11.95,70.33,,,,
2021-02-03 06:38:07 IST,11.87,70.54,,,,
2021-02-03 06:48:46 IST,11.82,71.21,,,,
2021-02-03 06:59:26 IST,11.65,71.67,,,,
2021-02-03 07:10:05 IST,11.79,71.7,,,,
2021-02-03 07:20:44 IST,12.11,68.47,,,,
2021-02-03 07:31:24 IST,12.45,66.56,,,,
2021-02-03 07:42:03 IST,12.82,67.66,,,,
2021-02-03 07:52:43 IST,13.13,69.09,,,,
2021-02-03 08:03:22 IST,13.65,68.99,,,,
2021-02-03 08:14:02 IST,14.37,67.23,,,,
2021-02-03 08:24:41 IST,15.28,65.27,,,,
2021-02-03 08:35:21 IST,16.25,62.87,,,,
2021-02-03 10:16:13 IST,30.01,30.25,,,,
2021-02-03 10:33:02 IST,30.01,24.49,,,,
2021-02-03 10:46:49 IST,30.02,24.03,,,,
2021-02-03 10:58:42 IST,30.03,20.3,,,,
2021-02-03 11:03:33 IST,30.01,20.51,,,,
2021-02-03 11:14:13 IST,30.24,18.4,,,,
2021-02-03 11:24:52 IST,30.85,17.66,,,,
2021-02-03 11:35:32 IST,31.24,17.91,,,,
2021-02-03 11:46:11 IST,31.85,17.11,,,,
2021-02-03 11:57:52 IST,30.02,28.5,,,,
2021-02-03 12:10:22 IST,30.02,31.5,,,,
2021-02-03 12:22:36 IST,30.02,31.31,,,,
2021-02-03 12:34:10 IST,30.01,28.91,,,,
2021-02-03 12:45:40 IST,30.01,27.8,,,,
2021-02-03 12:56:49 IST,30.03,27.3,,,,
2021-02-03 13:08:26 IST,30.02,27.63,,,,
2021-02-03 13:19:58 IST,30.02,27.58,,,,
2021-02-03 13:31:27 IST,30.05,26.96,,,,
2021-02-03 13:42:07 IST,30.06,26.11,,,,
2021-02-03 13:53:07 IST,30.01,26.92,,,,
2021-02-03 14:04:48 IST,30.02,26.93,,,,
2021-02-03 14:17:06 IST,30.01,28.54,,,,
2021-02-03 14:29:24 IST,30.01,27.15,,,,
2021-02-03 14:42:13 IST,30.02,26.34,,,,
2021-02-03 14:55:23 IST,30.03,30.33,,,,
2021-02-03 15:09:23 IST,30.02,30.11,,,,
2021-02-03 15:24:17 IST,30.02,30.24,,,,
2021-02-03 15:39:56 IST,30.01,34.01,,,,
2021-02-03 15:56:39 IST,30.02,28.61,,,,
2021-02-03 16:15:43 IST,30.01,26.24,,,,
2021-02-03 19:18:24 IST,17.93,60.01,,,,
2021-02-03 19:29:03 IST,17.68,61.54,,,,
2021-02-03 19:39:45 IST,17.39,61.5,,,,
2021-02-03 19:50:23 IST,16.85,64.76,,,,
2021-02-03 20:01:02 IST,16.37,67.81,,,,
2021-02-03 20:11:41 IST,16.14,69.01,,,,
2021-02-03 20:22:20 IST,15.97,68.35,,,,
2021-02-03 20:33:00 IST,16.07,66.57,,,,
2021-02-03 20:33:45 IST,15.93,66.65,,,,
2021-02-03 20:44:25 IST,15.74,68.2,,,,
2021-02-03 20:55:04 IST,15.55,67.56,,,,
2021-02-03 21:05:44 IST,15.43,67.41,,,,
2021-02-03 21:16:23 IST,15.32,68.34,,,,
2021-02-03 21:27:03 IST,15.16,67.79,,,,
2021-02-03 21:37:42 IST,15.25,64.15,,,,
2021-02-03 21:48:21 IST,15.19,65.07,,,,
2021-02-03 21:59:01 IST,15.02,65.96,,,,
2021-02-03 22:09:40 IST,14.77,65.07,,,,
2021-02-03 22:20:20 IST,14.55,65.1,,,,
2021-02-03 22:30:59 IST,14.73,63.57,,,,
2021-02-03 22:41:39 IST,14.81,62.02,,,,
2021-02-03 23:05:19 IST,15.09,60.09,,,,
2021-02-03 23:15:58 IST,14.38,63.69,,,,
2021-02-03 23:26:38 IST,14.31,65.01,,,,
2021-02-03 23:37:17 IST,14.38,61.98,,,,
2021-02-03 23:47:56 IST,14.12,66.21,,,,
2021-02-03 23:58:36 IST,14.05,66.75,,,,
2021-02-04 00:09:15 IST,14.05,67.19,,,,
2021-02-04 00:19:55 IST,14.09,66.15,,,,
2021-02-04 00:30:34 IST,13.83,66.25,,,,
2021-02-04 00:41:14 IST,13.45,69.58,,,,
2021-02-04 00:51:53 IST,13.17,69.71,,,,
2021-02-04 01:02:33 IST,13.32,66.97,,,,
2021-02-04 01:13:12 IST,13.23,68.79,,,,
2021-02-04 01:23:51 IST,13.12,68.93,,,,
2021-02-04 01:34:31 IST,13.07,66.16,,,,
2021-02-04 01:45:10 IST,13.13,67.91,,,,
2021-02-04 01:55:50 IST,13,68.89,,,,
2021-02-04 02:06:29 IST,12.72,69.52,,,,
2021-02-04 02:17:09 IST,12.82,68.37,,,,
2021-02-04 02:27:48 IST,12.73,69.21,,,,
2021-02-04 02:38:28 IST,12.48,70.58,,,,
2021-02-04 02:49:07 IST,12.31,72.19,,,,
2021-02-04 02:59:46 IST,12.23,72.63,,,,
2021-02-04 03:10:26 IST,12.27,71.15,,,,
2021-02-04 03:21:05 IST,12.33,70.85,,,,
2021-02-04 03:31:45 IST,12.27,70.52,,,,
2021-02-04 03:42:24 IST,12.05,72.7,,,,
2021-02-04 03:53:04 IST,11.88,73.87,,,,
2021-02-04 04:03:43 IST,11.83,74.26,,,,
2021-02-04 04:14:23 IST,11.68,74.17,,,,
2021-02-04 04:25:02 IST,11.74,70.91,,,,
2021-02-04 04:35:41 IST,11.65,72.28,,,,
2021-02-04 04:46:21 IST,11.64,67.77,,,,
2021-02-04 04:57:00 IST,11.85,67.02,,,,
2021-02-04 05:07:40 IST,11.73,67.33,,,,
2021-02-04 05:18:20 IST,11.65,66.98,,,,
2021-02-04 05:28:59 IST,11.61,65.95,,,,
2021-02-04 05:39:38 IST,11.5,69.26,,,,
2021-02-04 05:50:18 IST,11.24,70.33,,,,
2021-02-04 06:00:57 IST,11.29,66.51,,,,
2021-02-04 06:11:36 IST,11.4,64.89,,,,
2021-02-04 06:22:16 IST,11.47,64.75,,,,
2021-02-04 06:43:35 IST,11.04,70.38,,,,
2021-02-04 06:54:14 IST,10.98,70.44,,,,
2021-02-04 07:04:54 IST,11.13,65.97,,,,
2021-02-04 07:15:33 IST,11.31,64.9,,,,
2021-02-04 07:26:12 IST,11.65,63.57,,,,
2021-02-04 07:36:52 IST,12.33,60.51,,,,
2021-02-04 08:00:01 IST,13.52,60.01,,,,
2021-02-04 08:10:40 IST,14.02,60.62,,,,
2021-02-04 10:33:45 IST,30.01,36.47,,,,
2021-02-04 10:53:10 IST,30.01,37.21,,,,
2021-02-04 11:08:59 IST,30.03,35.64,,,,
2021-02-04 11:23:52 IST,30.01,35.52,,,,
2021-02-04 11:38:19 IST,30.03,36.58,,,,
2021-02-04 11:51:53 IST,30.02,35.47,,,,
2021-02-04 12:04:46 IST,30.01,34.67,,,,
2021-02-04 12:17:37 IST,30.01,33.33,,,,
2021-02-04 12:29:18 IST,30.04,32.17,,,,
2021-02-04 12:41:12 IST,30.03,33.73,,,,
2021-02-04 12:52:19 IST,30.02,31.75,,,,
2021-02-04 13:03:56 IST,30.02,29.46,,,,
2021-02-04 13:14:36 IST,30.11,30.03,,,,
2021-02-04 13:26:00 IST,30.02,29.98,,,,
2021-02-04 13:39:51 IST,30.01,32.75,,,,
2021-02-04 13:50:49 IST,30.01,28.64,,,,
2021-02-04 14:02:18 IST,30.03,29.92,,,,
2021-02-04 14:13:56 IST,30.01,28.87,,,,
2021-02-04 14:25:47 IST,30.03,29.13,,,,
2021-02-04 14:37:26 IST,30.01,29.34,,,,
2021-02-04 14:49:47 IST,30.04,30.45,,,,
2021-02-04 15:02:16 IST,30.03,28.79,,,,
2021-02-04 15:16:07 IST,30.02,27.57,,,,
2021-02-04 15:32:25 IST,30.03,36.54,,,,
2021-02-04 15:48:08 IST,30.02,29.62,,,,
2021-02-04 16:04:57 IST,30.03,30.11,,,,
2021-02-04 16:23:53 IST,30.02,28.98,,,,
2021-02-04 19:43:48 IST,18.06,60.02,,,,
2021-02-04 19:54:25 IST,17.74,62.42,,,,
2021-02-04 20:05:04 IST,17.66,61.32,,,,
2021-02-04 20:15:44 IST,17.51,62.94,,,,
2021-02-04 20:26:29 IST,17.68,60,,,,
2021-02-04 21:17:47 IST,17.34,60,,,,
2021-02-04 21:28:26 IST,17.04,61.6,,,,
2021-02-04 21:39:05 IST,16.87,62.22,,,,
2021-02-04 21:49:45 IST,16.77,61.45,,,,
2021-02-04 22:11:04 IST,16.38,63.15,,,,
2021-02-04 22:21:43 IST,16.2,63.68,,,,
2021-02-04 22:32:23 IST,16.15,64.07,,,,
2021-02-04 22:43:02 IST,15.84,66.29,,,,
2021-02-04 22:53:42 IST,15.7,65.89,,,,
2021-02-04 23:04:21 IST,15.6,66.25,,,,
2021-02-04 23:15:01 IST,15.57,65.67,,,,
2021-02-04 23:25:40 IST,15.51,65.96,,,,
2021-02-04 23:36:20 IST,15.39,66.09,,,,
2021-02-04 23:46:59 IST,15.24,67.97,,,,
2021-02-04 23:57:38 IST,15.2,68.61,,,,
2021-02-05 00:08:18 IST,15.15,68.21,,,,
2021-02-05 00:18:58 IST,15.03,68.5,,,,
2021-02-05 00:40:16 IST,14.89,70.63,,,,
2021-02-05 00:50:55 IST,14.87,68.64,,,,
2021-02-05 01:01:35 IST,14.72,70.16,,,,
2021-02-05 01:12:15 IST,14.54,70.34,,,,
2021-02-05 01:22:54 IST,14.31,71.59,,,,
2021-02-05 01:33:34 IST,14.06,73.76,,,,
2021-02-05 01:44:13 IST,14.12,72.26,,,,
2021-02-05 01:54:52 IST,14.12,72.37,,,,
2021-02-05 02:05:32 IST,14.05,72.43,,,,
2021-02-05 02:16:11 IST,14.15,72.85,,,,
2021-02-05 02:26:51 IST,14.17,73.3,,,,
2021-02-05 02:37:31 IST,14.17,72.32,,,,
2021-02-05 02:48:10 IST,14.07,72.82,,,,
2021-02-05 02:58:49 IST,13.99,74.14,,,,
2021-02-05 03:09:28 IST,13.88,73.92,,,,
2021-02-05 03:20:08 IST,13.86,74.66,,,,
2021-02-05 03:30:47 IST,13.64,75.55,,,,
2021-02-05 03:41:27 IST,13.41,76.44,,,,
2021-02-05 03:52:06 IST,13.35,76.33,,,,
2021-02-05 04:02:46 IST,13.39,75.9,,,,
2021-02-05 04:13:25 IST,13.41,74.98,,,,
2021-02-05 04:24:04 IST,13.44,75.01,,,,
2021-02-05 04:34:44 IST,13.36,74.93,,,,
2021-02-05 04:45:23 IST,13.41,73.52,,,,
2021-02-05 04:56:03 IST,13.65,72.23,,,,
2021-02-05 05:06:43 IST,13.7,70.91,,,,
2021-02-05 05:17:22 IST,13.31,74.59,,,,
2021-02-05 05:28:01 IST,13,76.05,,,,
2021-02-05 05:38:41 IST,12.71,77.59,,,,
2021-02-05 05:49:20 IST,12.51,77.75,,,,
2021-02-05 06:00:00 IST,12.45,78.53,,,,
2021-02-05 06:10:39 IST,12.33,79.11,,,,
2021-02-05 06:21:18 IST,12.29,78.43,,,,
2021-02-05 06:31:58 IST,12.38,77.47,,,,
2021-02-05 06:42:37 IST,12.41,77.76,,,,
2021-02-05 06:53:17 IST,12.46,77.77,,,,
2021-02-05 07:03:56 IST,12.51,78.52,,,,
2021-02-05 07:14:36 IST,12.7,76.85,,,,
2021-02-05 07:25:16 IST,13.45,75.38,,,,
2021-02-05 07:35:55 IST,13.82,75.54,,,,
2021-02-05 07:46:34 IST,13.98,76.31,,,,
2021-02-05 07:57:13 IST,13.98,75.91,,,,
2021-02-05 08:07:53 IST,14.55,75.67,,,,
2021-02-05 08:18:33 IST,15.25,74.13,,,,
2021-02-05 08:29:12 IST,15.69,70.33,,,,
2021-02-05 08:39:51 IST,16.39,66.45,,,,
2021-02-05 08:50:31 IST,18.08,60.26,,,,
2021-02-05 10:24:17 IST,30.01,37.6,,,,
2021-02-05 10:44:40 IST,30.02,32.09,,,,
2021-02-05 11:00:23 IST,30.02,31.58,,,,
2021-02-05 11:15:39 IST,30.01,29,,,,
2021-02-05 11:29:48 IST,30.01,30.34,,,,
2021-02-05 11:42:48 IST,30.01,29.6,,,,
2021-02-05 11:54:37 IST,30.02,25.75,,,,
2021-02-05 12:07:25 IST,30.02,29.71,,,,
2021-02-05 12:18:44 IST,30.03,25.72,,,,
2021-02-05 12:29:42 IST,30.06,24.88,,,,
2021-02-05 12:53:32 IST,30.01,30.62,,,,
2021-02-05 13:04:28 IST,30.04,25.34,,,,
2021-02-05 13:15:08 IST,31.08,23.13,,,,
2021-02-05 13:25:46 IST,32.18,21.99,,,,
2021-02-05 13:36:26 IST,32.37,20.44,,,,
2021-02-05 13:47:05 IST,32.89,19.93,,,,
2021-02-05 13:57:45 IST,33.67,19.1,,,,
2021-02-05 14:08:24 IST,33.53,17.77,,,,
2021-02-05 14:19:03 IST,33.81,17.13,,,,
2021-02-05 14:28:50 IST,33.33,17.98,,,,
2021-02-05 14:39:30 IST,31.47,22.19,,,,
2021-02-05 14:50:10 IST,32.08,19.96,,,,
2021-02-05 15:01:50 IST,30.01,30.77,,,,
2021-02-05 15:15:23 IST,30.03,32.77,,,,
2021-02-05 15:29:17 IST,30.03,32.84,,,,
2021-02-05 15:44:52 IST,30.01,36.9,,,,
2021-02-05 16:04:05 IST,30.02,34.95,,,,
2021-02-05 16:25:34 IST,30.01,34.81,,,,
2021-02-05 18:58:02 IST,20.22,60.05,,,,
2021-02-05 19:08:42 IST,19.79,61.93,,,,
2021-02-05 19:19:21 IST,19.42,62.76,,,,
2021-02-05 19:30:01 IST,19.09,64.22,,,,
2021-02-05 19:40:40 IST,18.72,64.66,,,,
2021-02-05 19:51:20 IST,18.59,65.44,,,,
2021-02-05 20:02:03 IST,18.4,65.78,,,,
2021-02-05 20:12:38 IST,18.42,65.27,,,,
2021-02-05 20:44:37 IST,17.72,62.4,,,,
2021-02-05 20:55:16 IST,17.7,63.03,,,,
2021-02-05 21:05:55 IST,17.62,63.46,,,,
2021-02-05 21:16:35 IST,17.46,64.69,,,,
2021-02-05 21:27:14 IST,17.14,66.22,,,,
2021-02-05 21:37:54 IST,17.19,66.07,,,,
2021-02-05 21:48:33 IST,16.91,64.98,,,,
2021-02-05 21:59:13 IST,16.76,65.52,,,,
2021-02-05 22:09:52 IST,16.48,67.45,,,,
2021-02-05 22:20:32 IST,15.98,69.31,,,,
2021-02-05 22:31:11 IST,15.84,69.02,,,,
2021-02-05 22:41:50 IST,15.8,69.74,,,,
2021-02-05 22:52:30 IST,15.73,68.54,,,,
2021-02-05 23:03:09 IST,15.78,67.09,,,,
2021-02-05 23:13:49 IST,15.73,68.03,,,,
2021-02-05 23:24:28 IST,15.76,68.65,,,,
2021-02-05 23:35:08 IST,15.73,68.1,,,,
2021-02-05 23:45:47 IST,15.68,67.43,,,,
2021-02-05 23:56:27 IST,15.53,68.13,,,,
2021-02-06 00:07:06 IST,15.39,68.17,,,,
